"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","48","P1 — Create note with valid payload @smoke","chromium","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","25","P1 — Get all notes returns array @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","3791","A7: Password mismatch shows validation error @critical","firefox","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","7121","A2: Invalid username shows specific error @critical","webkit","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","3675","F5: Required field missing triggers client-side validation @critical","webkit","2026-07-12","passed","2026-07-12","Form Validation Page","forms/form-validation.spec.ts","",""
"","485","P4 — Delete note and verify 404 @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","17","P6 — Auth boundary: expired token returns 401 @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","6407","R1 — Create a new note via UI @smoke","webkit","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","1226","F4: Submit valid form succeeds @critical","firefox","2026-07-12","passed","2026-07-12","Form Validation Page","forms/form-validation.spec.ts","",""
"","151","Q1 — GET /health: API availability check @smoke","firefox","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","4137","N4 — Detect broken images on page @critical","webkit","2026-07-12","passed","2026-07-12","Broken Images Page @regression","network/broken-images.spec.ts","",""
"","5991","R4 — Cross-layer validation: Create via UI, verify via API @critical","webkit","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","12186","V5 — Upload valid file under 500KB @critical","webkit","2026-07-12","passed","2026-07-12","File Upload Page @regression","advanced-ui/file-upload.spec.ts","",""
"","6538","B9 — Right-click triggers context menu @critical","webkit","2026-07-12","passed","2026-07-12","Context Menu Page @regression","browser-apis/context-menu.spec.ts","",""
"","23","Q1 — GET /health: API availability check @smoke","webkit","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","3573","R4 — Cross-layer validation: Create via UI, verify via API @critical","chromium","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","1992","A6: Valid registration completes successfully @smoke","chromium","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","7921","V1 — Drag element A to drop zone B @critical @flaky","webkit","2026-07-12","passed","2026-07-12","Drag and Drop Page @regression","advanced-ui/drag-drop.spec.ts","",""
"","24","P6 — Auth boundary: no token returns 401 @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","920","F4: Submit valid form succeeds @critical","chromium","2026-07-12","passed","2026-07-12","Form Validation Page","forms/form-validation.spec.ts","",""
"","2785","A1: Successful login with valid credentials @smoke","firefox","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","1988","U3 — Select each radio option @critical","chromium","2026-07-12","passed","2026-07-12","Radio Buttons Page @regression","ui-components/radio-buttons.spec.ts","",""
"","75","P6 — Auth boundary: invalid token returns 401 @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","2483","B11 — Hover to reveal tooltip @critical","webkit","2026-07-12","passed","2026-07-12","Tooltips Page @regression","browser-apis/tooltips.spec.ts","",""
"","66","Q2 — Unauthenticated request returns 401 @critical","webkit","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","2597","Y4 — Drag slider to specific value via mouse @critical","chromium","2026-07-12","passed","2026-07-12","Horizontal Slider Page @regression","async-content/horizontal-slider.spec.ts","",""
"","237","Q1 — GET /health: API availability check @smoke","chromium","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","155","P2 — Get note by ID @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","312","Q2 — Unauthenticated request returns 401 @critical","firefox","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","69","P5 — Invalid payload: empty title @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","4249","N7 — Follow redirect and assert final URL @critical","firefox","2026-07-12","passed","2026-07-12","Redirect Page @regression","network/redirect.spec.ts","",""
"","105","P1 — Create note with valid payload @smoke","firefox","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","2447","U8 — Open new window and validate content @critical","firefox","2026-07-12","passed","2026-07-12","Windows / Tabs Page @regression","ui-components/windows.spec.ts","",""
"","43","P1 — Get all notes returns array @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","2911","A3: Invalid password shows specific error @critical","chromium","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","13834","B7 — Mock specific coordinates (London) and assert display @critical","firefox","2026-07-12","passed","2026-07-12","Geolocation Page @regression","browser-apis/geolocation.spec.ts","",""
"","92","P6 — Auth boundary: invalid token returns 401 @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","1993","V1 — Drag element A to drop zone B @critical @flaky","chromium","2026-07-12","passed","2026-07-12","Drag and Drop Page @regression","advanced-ui/drag-drop.spec.ts","",""
"","1657","N1 — Trigger and assert 200 OK @critical","chromium","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","5363","U1 — Select and unselect checkboxes @critical","webkit","2026-07-12","passed","2026-07-12","Checkboxes Page @regression","ui-components/checkboxes.spec.ts","",""
"","6761","A3: Invalid password shows specific error @critical","webkit","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","1654","N2 — Trigger and assert 301 Redirect @critical","chromium","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","2512","D1 — Extract Chrome CPU value without static locators @critical","firefox","2026-07-12","passed","2026-07-12","Dynamic Table Page @regression","dynamic-dom/dynamic-table.spec.ts","",""
"","18097","A9: Duplicate user registration fails @critical","chromium","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","2859","B9 — Right-click triggers context menu @critical","chromium","2026-07-12","passed","2026-07-12","Context Menu Page @regression","browser-apis/context-menu.spec.ts","",""
"","432","P2 — Get note by ID @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","1400","D1 — Extract Chrome CPU value without static locators @critical","chromium","2026-07-12","passed","2026-07-12","Dynamic Table Page @regression","dynamic-dom/dynamic-table.spec.ts","",""
"","2090","N7 — Follow redirect and assert final URL @critical","chromium","2026-07-12","passed","2026-07-12","Redirect Page @regression","network/redirect.spec.ts","",""
"","1340","N4 — Detect broken images on page @critical","chromium","2026-07-12","passed","2026-07-12","Broken Images Page @regression","network/broken-images.spec.ts","",""
"","40","P6 — Auth boundary: invalid token returns 401 @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","1276","F7 — Select single option from dropdown @critical","chromium","2026-07-12","passed","2026-07-12","Dropdown Page @regression","forms/dropdown.spec.ts","",""
"","1151","F5: Required field missing triggers client-side validation @critical","firefox","2026-07-12","passed","2026-07-12","Form Validation Page","forms/form-validation.spec.ts","",""
"","5020","N2 — Trigger and assert 404 Not Found @critical","webkit","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","2206","V5 — Upload valid file under 500KB @critical","chromium","2026-07-12","passed","2026-07-12","File Upload Page @regression","advanced-ui/file-upload.spec.ts","",""
"","3086","R2 — Edit existing note via UI @critical","webkit","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","51","P5 — Invalid payload: empty title @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","2195","F7 — Select single option from dropdown @critical","firefox","2026-07-12","passed","2026-07-12","Dropdown Page @regression","forms/dropdown.spec.ts","",""
"","3562","A6: Valid registration completes successfully @smoke","firefox","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","5836","F1: Enter valid data in text, number, and date fields @critical","firefox","2026-07-12","passed","2026-07-12","Web Inputs Page","forms/inputs.spec.ts","",""
"","400","P3 — Update note (full update) @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","68","P1 — Get all notes returns array @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","70","P2 — Get note by ID @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","3236","A5: Logout invalidates session @critical","chromium","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","22125","A9: Duplicate user registration fails @critical","firefox","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","34","P5 — Invalid payload: missing required fields @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","46","Q2 — Unauthenticated request returns 401 @critical","chromium","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","1638","A13: Valid OTP code proceeds authentication @critical","chromium","2026-07-12","skipped","2026-07-12","OTP Authentication Flow","auth/otp.spec.ts","",""
"","5761","R4 — Cross-layer validation: Create via UI, verify via API @critical","firefox","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","1180","B11 — Hover to reveal tooltip @critical","chromium","2026-07-12","passed","2026-07-12","Tooltips Page @regression","browser-apis/tooltips.spec.ts","",""
"","3026","F1: Enter valid data in text, number, and date fields @critical","webkit","2026-07-12","passed","2026-07-12","Web Inputs Page","forms/inputs.spec.ts","",""
"","3627","N2 — Trigger and assert 404 Not Found @critical","firefox","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","2885","B1 — Locate element inside shadow DOM root @critical","webkit","2026-07-12","passed","2026-07-12","Shadow DOM Page @regression","browser-apis/shadow-dom.spec.ts","",""
"","72","P5 — Invalid payload: empty title @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","2929","R3 — Delete note via UI @critical","webkit","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","374","P3 — Update note (full update) @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","5271","B9 — Right-click triggers context menu @critical","firefox","2026-07-12","passed","2026-07-12","Context Menu Page @regression","browser-apis/context-menu.spec.ts","",""
"","4584","A13: Valid OTP code proceeds authentication @critical","webkit","2026-07-12","skipped","2026-07-12","OTP Authentication Flow","auth/otp.spec.ts","",""
"","1822","N4 — Detect broken images on page @critical","firefox","2026-07-12","passed","2026-07-12","Broken Images Page @regression","network/broken-images.spec.ts","",""
"","9055","Y7 — Locate stable element despite changing locators @critical","firefox","2026-07-12","passed","2026-07-12","Challenging DOM Page @regression","async-content/challenging-dom.spec.ts","",""
"","58","Q1 — API root returns valid response @smoke","firefox","2026-07-12","passed","2026-07-12","Practice API @regression","api/practice-api.spec.ts","",""
"","3087","U3 — Select each radio option @critical","firefox","2026-07-12","passed","2026-07-12","Radio Buttons Page @regression","ui-components/radio-buttons.spec.ts","",""
"","80","P4 — Delete note and verify 404 @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Core CRUD @regression","api/notes-crud.spec.ts","",""
"","3263","F7 — Select single option from dropdown @critical","webkit","2026-07-12","passed","2026-07-12","Dropdown Page @regression","forms/dropdown.spec.ts","",""
"","24364","A9: Duplicate user registration fails @critical","webkit","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","6144","Y1 — Scroll triggers new content load @critical","chromium","2026-07-12","passed","2026-07-12","Infinite Scroll Page @regression","async-content/infinite-scroll.spec.ts","",""
"","5876","A5: Logout invalidates session @critical","firefox","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","4202","R2 — Edit existing note via UI @critical","chromium","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","2228","U1 — Select and unselect checkboxes @critical","firefox","2026-07-12","passed","2026-07-12","Checkboxes Page @regression","ui-components/checkboxes.spec.ts","",""
"","3598","R2 — Edit existing note via UI @critical","firefox","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","901","F1: Enter valid data in text, number, and date fields @critical","chromium","2026-07-12","passed","2026-07-12","Web Inputs Page","forms/inputs.spec.ts","",""
"","113","P6 — Auth boundary: no token returns 401 @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","8168","Y4 — Drag slider to specific value via mouse @critical","webkit","2026-07-12","passed","2026-07-12","Horizontal Slider Page @regression","async-content/horizontal-slider.spec.ts","",""
"","4496","U8 — Open new window and validate content @critical","webkit","2026-07-12","passed","2026-07-12","Windows / Tabs Page @regression","ui-components/windows.spec.ts","",""
"","39","P6 — Auth boundary: no token returns 401 @critical","webkit","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","1672","N2 — Trigger and assert 404 Not Found @critical","chromium","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","5414","R3 — Delete note via UI @critical","firefox","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","2981","R3 — Delete note via UI @critical","chromium","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","11820","B7 — Mock specific coordinates (London) and assert display @critical","chromium","2026-07-12","passed","2026-07-12","Geolocation Page @regression","browser-apis/geolocation.spec.ts","",""
"","2103","B1 — Locate element inside shadow DOM root @critical","firefox","2026-07-12","passed","2026-07-12","Shadow DOM Page @regression","browser-apis/shadow-dom.spec.ts","",""
"","59","P5 — Invalid payload: missing required fields @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","4960","R1 — Create a new note via UI @smoke","firefox","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","26","P6 — Auth boundary: expired token returns 401 @critical","chromium","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","2566","A7: Password mismatch shows validation error @critical","chromium","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","9717","Y1 — Scroll triggers new content load @critical","firefox","2026-07-12","passed","2026-07-12","Infinite Scroll Page @regression","async-content/infinite-scroll.spec.ts","",""
"","1752","B11 — Hover to reveal tooltip @critical","firefox","2026-07-12","passed","2026-07-12","Tooltips Page @regression","browser-apis/tooltips.spec.ts","",""
"","2812","R1 — Create a new note via UI @smoke","chromium","2026-07-12","passed","2026-07-12","React Notes Application — UI @regression","notes-app/notes-app-ui.spec.ts","",""
"","6279","N2 — Trigger and assert 301 Redirect @critical","webkit","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","6407","B4 — Interact with element inside internal iFrame @critical","webkit","2026-07-12","passed","2026-07-12","iFrame Page @regression","browser-apis/iframe.spec.ts","",""
"","2811","A1: Successful login with valid credentials @smoke","chromium","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","1029","B1 — Locate element inside shadow DOM root @critical","chromium","2026-07-12","passed","2026-07-12","Shadow DOM Page @regression","browser-apis/shadow-dom.spec.ts","",""
"","54","P6 — Auth boundary: expired token returns 401 @critical","firefox","2026-07-12","passed","2026-07-12","Notes API — Advanced @regression","api/notes-advanced.spec.ts","",""
"","1940","B4 — Interact with element inside internal iFrame @critical","chromium","2026-07-12","passed","2026-07-12","iFrame Page @regression","browser-apis/iframe.spec.ts","",""
"","3668","N2 — Trigger and assert 301 Redirect @critical","firefox","2026-07-12","passed","2026-07-12","Status Codes Page @regression","network/status-codes.spec.ts","",""
"","12774","Y7 — Locate stable element despite changing locators @critical","webkit","2026-07-12","passed","2026-07-12","Challenging DOM Page @regression","async-content/challenging-dom.spec.ts","",""
"","3311","A3: Invalid password shows specific error @critical","firefox","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","10926","A7: Password mismatch shows validation error @critical","webkit","2026-07-12","passed","2026-07-12","Registration Page","auth/register.spec.ts","",""
"","2529","A2: Invalid username shows specific error @critical","chromium","2026-07-12","passed","2026-07-12","Login Page — Authentication Flows","auth/login.spec.ts","",""
"","3051","F4: Submit valid form succeeds @critical","webkit","2026-07-12","passed","2026-07-12","Form Validation Page","forms/form-validation.spec.ts","",""
